Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Siguiri,GIN004005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,CDC,,,,
Siguiri,GIN004005,Gestion des données,Gestion des données,CDC,,,,
Siguiri,GIN004005,Gestion des données,Suivi et évaluation,CDC,,,,
Siguiri,GIN004005,Prise en charge,Prévention et contrôle des infections,CDC,Formation pour agents,,,
Siguiri,GIN004005,Surveillance & suivi,Aquisition de matériel,CDC,Carburant ,,,
Siguiri,GIN004005,Surveillance & suivi,Contribution au paiement des salaires,CDC,Investigateurs et épistémologues internationaux,,,
Siguiri,GIN004005,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),CDC,Credit mensuel de Communication pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,CDC,Carburant ssupervision de district ,,,
Télimélé,GIN005005,Coordination,Appui à  la coordination préfectorale,CDC,,,,
Télimélé,GIN005005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,CDC,,,,
Télimélé,GIN005005,Gestion des données,Gestion des données,CDC,,,,
Télimélé,GIN005005,Gestion des données,Suivi et évaluation,CDC,,,,
Télimélé,GIN005005,Prise en charge,Prévention et contrôle des infections,CDC,Formation pour agents,,,
Télimélé,GIN005005,Surveillance & suivi,Aquisition de matériel,CDC,Carburant ,,,
Télimélé,GIN005005,Surveillance & suivi,Contribution au paiement des salaires,CDC,Investigateurs et épistémologues nationaux,,,
Télimélé,GIN005005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,CDC,Credit mensuel de Communication (flotte),,,
Tougue,GIN006005,Coordination,Appui à  la coordination préfectorale,CDC,,,,
Tougue,GIN006005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,CDC,,,,
Tougue,GIN006005,Gestion des données,Gestion des données,CDC,,,,
Tougue,GIN006005,Gestion des données,Suivi et évaluation,CDC,,,,
Yomou,GIN008005,Coordination,Appui à  la coordination préfectorale,CDC,,,,
Yomou,GIN008005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,CDC,,,,
Yomou,GIN008005,Gestion des données,Gestion des données,CDC,,,,
Yomou,GIN008005,Gestion des données,Suivi et évaluation,CDC,,,,
Yomou,GIN008005,Prise en charge,Prévention et contrôle des infections,CDC,Formation pour agents,,,
Yomou,GIN008005,Surveillance & suivi,Aquisition de matériel,CDC,Carburant ,,,
Yomou,GIN008005,Surveillance & suivi,Contribution au paiement des salaires,CDC,Investigateurs et épistémologues internationaux,,,
Yomou,GIN008005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),CDC,Credit mensuel de Communication pour AC,,,
Yomou,GIN008005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,CDC,Carburant ssupervision de district ,,,
Kankan,GIN004001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Cellule,Construction,,,
Beyla,GIN008001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Boké,GIN001002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Conakry,GIN002001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Coyah,GIN005001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Dalaba,GIN007001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Dubreka,GIN005002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Faranah,GIN003003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Faranah,GIN003003,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Kankan,GIN004001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Kankan,GIN004001,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Kérouané,GIN004002,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Kindia,GIN005004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Kouroussa,GIN004003,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Labé,GIN006002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Lola,GIN008002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Lola,GIN008002,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Macenta,GIN008003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Macenta,GIN008003,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Nzérékoré,GIN008004,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Pita,GIN007003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Columbia University,Téléphones pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,Columbia University,Téléphone portable,,,
Beyla,GIN008001,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Beyla ,production et diffusion des théatres radio phoniques et production et diffustion des spots radio",12/15/2014,6/15/2015,
Boké,GIN001002,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Boke, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",12/15/2014,6/15/2015,
Conakry,GIN002001,Communication,Campagne médiatique,CRG/FICR,"Production et diffusion des théatres radio phoniques, production et diffustion des spots radio",12/15/2014,6/15/2015,
Coyah,GIN005001,Communication,Campagne médiatique,CRG/FICR,,,,
Dubreka,GIN005002,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Dubréka, production et diffusion des théatres radio phoniques, roduction et diffustion des spots radio",12/15/2014,6/15/2015,
Faranah,GIN003003,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Faranah, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",12/15/2014,6/15/2015,
Forecariah,GIN005003,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Forecariah, Production et diffusion des théatres radio phoniques",,,
Guéckédou,GIN008006,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Guéckédou, production et diffusion des théâtres radio phoniques et production et diffusion des spots radio",,,
Kankan,GIN004001,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Kankan, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Kérouané,GIN004002,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Kerouane, production et diffusion des théatres radio phoniques",,,
Kindia,GIN005004,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Kerouane, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Kissidougou,GIN003004,Communication,Campagne médiatique,CRG/FICR,,,,
Kouroussa,GIN004003,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Kouroussa, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Labé,GIN006002,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Labé, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Lola,GIN008002,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Macenta, production et diffusion des théatres radio phoniques, Production et diffustion des spots radio",,,
Macenta,GIN008003,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Macenta, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Nzelékolé, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Pita,GIN007003,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Télimélé, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Siguiri,GIN004005,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Macenta, production et diffusion des théatres radio phoniques",,,
Télimélé,GIN005005,Communication,Campagne médiatique,CRG/FICR,"Emissions interactives en partenariat avec la radio rurale de Télimélé, production et diffusion des théatres radio phoniques, production et diffustion des spots radio",,,
Beyla,GIN008001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Boffa,GIN001001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Boké,GIN001002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Conakry,GIN002001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Coyah,GIN005001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Dabola,GIN003001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Dalaba,GIN007001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Dinguiraye,GIN003002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Dubreka,GIN005002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Faranah,GIN003003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Forecariah,GIN005003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Forecariah,GIN005003,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),Croix Rouge de Guinée,Recrutement,,,
Fria,GIN001003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Gaoual,GIN001004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Guéckédou,GIN008006,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Kankan,GIN004001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Kérouané,GIN004002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Kindia,GIN005004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Kissidougou,GIN003004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Koubia,GIN006001,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Koundara,GIN001005,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Kouroussa,GIN004003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Labé,GIN006002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Lelouma,GIN006003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Lola,GIN008002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Macenta,GIN008003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Mali,GIN006004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Mamou,GIN007002,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Mandiana,GIN004004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Nzérékoré,GIN008004,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Pita,GIN007003,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Siguiri,GIN004005,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Télimélé,GIN005005,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Tougue,GIN006005,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Yomou,GIN008005,Gestion des corps,Enterrements dignes et sécurisés,Croix Rouge de Guinée,,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Croix Rouge Française,Recrutement,,,
Boffa,GIN001001,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres pour les contacts,,,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,1/15/2015,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,12/31/2014,
Coyah,GIN005001,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres dans les zones affectées,,,
Dubreka,GIN005002,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres pour les contacts,,,
Forecariah,GIN005003,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres pour les contacts,,,
Guéckédou,GIN008006,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,,
Kérouané,GIN004002,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres dans les zones affectées,,,
Kindia,GIN005004,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres pour les contacts,,,
Kissidougou,GIN003004,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres dans les zones affectées,,,
Lola,GIN008002,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres pour les contacts,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,,
Conakry,GIN002001,Recherche,Suivi et évaluation,CRS,Impact du virus Ebola sur les activités de santé de routine SMNI,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,,
Nzérékoré,GIN008004,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres dans les zones affectées,,,
Yomou,GIN008005,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),CRS,Equipement,,,
Yomou,GIN008005,Soutien nutritionnel,Distribution de vivres,CRS,Distribution de vivres dans les zones affectées,,,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Cuba,Recrutement,,12/31/2014,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Divers Bailleurs,Financement,,,
Guéckédou,GIN008006,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Divers Bailleurs,Financement,,,
Beyla,GIN008001,Soutien nutritionnel,Distribution de vivres,DRC,Distribution de vivres dans les zones affectées,,,
Lola,GIN008002,Soutien nutritionnel,Distribution de vivres,DRC,Distribution de vivres dans les zones affectées,,,
Conakry,GIN002001,Soutien nutritionnel,Distribution de vivres,DSVC,Distribution de vivres pour les contacts,,,
Conakry,GIN002001,Prise en charge,Mise en place du système d'ambulance,ECHO,Financement,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),ECHO,Financement,,,
Beyla,GIN008001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Boffa,GIN001001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Boké,GIN001002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Conakry,GIN002001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Coyah,GIN005001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Dabola,GIN003001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Dalaba,GIN007001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Dinguiraye,GIN003002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Dubreka,GIN005002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Faranah,GIN003003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Forecariah,GIN005003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Fria,GIN001003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Gaoual,GIN001004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Guéckédou,GIN008006,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Kankan,GIN004001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Kérouané,GIN004002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Kindia,GIN005004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Kissidougou,GIN003004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Koubia,GIN006001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Koundara,GIN001005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Kouroussa,GIN004003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Labé,GIN006002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Lelouma,GIN006003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Lola,GIN008002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Macenta,GIN008003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Mali,GIN006004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Mamou,GIN007002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Mandiana,GIN004004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Conakry,GIN002001,Coordination,Appui à  la coordination préfectorale,eHealth Africa,,,,
Nzérékoré,GIN008004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Pita,GIN007003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Siguiri,GIN004005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Télimélé,GIN005005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Tougue,GIN006005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Yomou,GIN008005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,eHealth Africa,Achat d'un serveur pour la coordination nationale,,,
Guéckédou,GIN008006,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),EU LAB,Construction,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),FEI/KPLAN,Construction,,,
Beyla,GIN008001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),France,Financement,,12/15/2014,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),France,Construction,,,
Forecariah,GIN005003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),France,Financement,,,
Forecariah,GIN005003,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),France,Financement,,,
Kankan,GIN004001,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),France,Equipement,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),France,Construction,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),France,Construction,,,
Beyla,GIN008001,Communication,Campagne médiatique,Internews,En collaboration avec la radio rurale de Beyla,,,
Boké,GIN001002,Communication,Campagne médiatique,Internews,En collaboration avec la radio rurale de Boké;,,,
Conakry,GIN002001,Communication,Campagne médiatique,Internews,En collaboration avec Nostalgie FM et Soleil FM,,,
Coyah,GIN005001,Communication,Campagne médiatique,Internews,En collaboration avec Bambou FM,,,
Gaoual,GIN001004,Communication,Campagne médiatique,Internews,En collaboration avec la radio Voix de Fria,,,
Kankan,GIN004001,Communication,Campagne médiatique,Internews,"En collaboration avec Nabaya FM; UNFPA: Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé):",,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,Internews,"En collaboration avec la radio rurale de Nzerekore, Pacifique FM et Liberte FM",,,
Télimélé,GIN005005,Communication,Campagne médiatique,Internews,En collaboration avec la radio rurale de Telimele;,,,
Conakry,GIN002001,Recherche,Suivi et évaluation,Measure Evaluation,Impact du virus Ebola sur les activités de santé de routine SMNI,,,
Faranah,GIN003003,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Forecariah,GIN005003,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Guéckédou,GIN008006,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Kindia,GIN005004,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Lola,GIN008002,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Macenta,GIN008003,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Mamou,GIN007002,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Nzérékoré,GIN008004,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Yomou,GIN008005,Prise en charge,Etablissement des Centres de Transit Communautaires (CTComs),Membres Nations Unies,Financement,,,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Boffa,GIN001001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Boké,GIN001002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Conakry,GIN002001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Construction,,,
Conakry,GIN002001,Prise en charge,Mise en place du système d'ambulance,MSF,Coordination des véhicules pour le transport des patients,,,
Coyah,GIN005001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Dabola,GIN003001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Dalaba,GIN007001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Dinguiraye,GIN003002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Dubreka,GIN005002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Faranah,GIN003003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Forecariah,GIN005003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Forecariah,GIN005003,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),MSF,Equipement,,,
Fria,GIN001003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Gaoual,GIN001004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Guéckédou,GIN008006,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Guéckédou,GIN008006,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Construction,,,
Guéckédou,GIN008006,Prise en charge,Mise en place du système d'ambulance,MSF,Coordination des véhicules pour le transport des patients,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),MSF,Formation pour AC,,,
Guéckédou,GIN008006,Surveillance & suivi,Superviseurs de district,MSF,"Equipement pour supervisuer (bottes, imperméable, lampes torches, pile)",,,
Guéckédou,GIN008006,Surveillance & suivi,Superviseurs de proximité,MSF,Formation de superviseurs de proximite,,,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Kankan,GIN004001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Construction,,,
Kankan,GIN004001,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),MSF,Equipement,,,
Kankan,GIN004001,Prise en charge,Mise en place du système d'ambulance,MSF,Coordination des véhicules pour le transport des patients,,,
Kérouané,GIN004002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Equipement,,,
Kindia,GIN005004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Kissidougou,GIN003004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Koubia,GIN006001,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Koundara,GIN001005,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Labé,GIN006002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Lelouma,GIN006003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Lola,GIN008002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Macenta,GIN008003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Construction,,,
Mali,GIN006004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Mamou,GIN007002,Coordination,Appui à  la coordination préfectorale,MSF,,,,
